Rsznr.;Naam;NACE Code;Sector;Belangrijkheid;Taal;Straat;Postnr.;Letter;Gemeente;Provincie;AantalBedienden;Trimester;Adrestype;Contacttype;Aanspreektitel;Voornaam Contactpersoon;Naam Contactpersoon;Foutief Adres;Ontvangt Mailing;Mailingadres;EMail;Par. Comité;Kengetal RSZ;Goedgekeurd;Telefoon;Fax;GSM;Plain text;PDF;E-Zine
043819846;FRANSSEN FRERES FILS SPRL;27110;;1-4;Frans;RUE DE HERVE,BATTICE 118;4651;A;Battice;LIEGE;1;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;067;Ja;087/68.67.00;087/55.40.57;;Nee;Nee;Nee
043869995;LOUIS DESTOQUAY SA;46751;;1-4;Frans;RUE DU LUXEMBOURG 3;4280;I;Hannut;LIEGE;0;081;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
043837015;THYS R. SA;47540;;5-9;Frans;AV GEORGES-TRUFFAUT 42;4020;A;Bressoux;LIEGE;4;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;067;Ja;;;;Nee;Nee;Nee
043947207;VOYAGES LEONARD SA;49390;;50-99;Frans;Rue du Brou 41;4800;E;Verviers;LIEGE;37;101;Bedrijfsdossiers;(contacttypes);à l'attn. de Madame;Véronique;Léonard;Nee;Nee;Ja;cpeters@voyages-leonard.be;218;085;Ja;04/387 98 96;04/387 98 69;adjointe dir.;Nee;Nee;Ja
043910347;ASSOCIATION DE COMMERCIALISATION DE PNEUS ET LUBRIFIANTS SA;45310;;20-49;Frans;RUE HAUTE VAULX 35;4960;C;Malmedy;LIEGE;8;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
043962339;SAVO  SA;43320;;20-49;Frans;RUE ALBERT 1ER 72;4610;A;Bellaire;LIEGE;2;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;026;Ja;;;;Nee;Nee;Nee
043964279;HANNAY MARCEL SPRL;45113;;20-49;Frans;CHEE ROMAINE 232;4300;G;Waremme;LIEGE;14;101;RSZ;(contacttypes);à l'attn. de Monsieur;Annette;Hannay;Nee;Nee;Ja;;218;064;Ja;019/54 40 22;19/08/2010;;Nee;Nee;Nee
043994543;DISTRI-LIGHT SA;46693;;5-9;Frans;R DES 3 ENTITES 14 BTE B;4890;A;Clermont (Lg.);LIEGE;6;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
043998035;STE DE GESTION ET D ANALYSE DU TRAVAIL SC SOGESAL;70220;;1-4;Frans;BD E.DE LAVELEYE 191;4020;C;Liège 2;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
043975628;MAGNEE ENROBES  SA;42110;;10-19;Frans;RUE DU FORT 131;4632;A;Cerexhe-Heuseux;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
044191356;ETS L.MOSSAY SA;41201;;5-9;Frans;RUE GRAND'RUE SN;4870;D;Trooz;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
044169531;SOCIETE GENERALE DE PLANTATION SOGEPLANT SA;42110;;20-49;Frans;AV DU PARC INDUSTRIEL 11;4041;A;Milmort;LIEGE;6;101;RSZ;(contacttypes);à l'attn. de Monsieur;Philippe;Claes;Nee;Nee;Ja;;218;094;Ja;04/286.91.90;;;Nee;Nee;Nee
044192617;COURTOIS LAMBERT ET FILS SA;46732;;5-9;Frans;AVENUE DES MARTYRS 249;4620;A;Fleron;LIEGE;2;101;RSZ;(contacttypes);à l'attn. de Monsieur;Jean-Marc;Courtois;Nee;Nee;Ja;;218;010;Ja;04/3585600;04/3589131;;Nee;Nee;Nee
044198922;LEDUC MALAISE SA;43331;;20-49;Frans;RUE MAURICE DUCHENE 52B;4340;A;Awans;LIEGE;2;101;RSZ;(contacttypes);à l'attn. de Madame;;Leduc;Nee;Nee;Ja;leducmalaise@skynet.be;218;044;Ja;04/257.42.74;04/257.45.70;;Nee;Nee;Ja
044254018;S.A. DETEM - ANCIENS ETABLISSEMENTS E.DETHIER;43222;;10-19;Frans;RUE DE HOTTLEUX 37A;4950;D;Waimes;LIEGE;5;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;026;Ja;;;;Nee;Nee;Nee
044216188;SOFIDUPHAR  SCRL;69202;;1-4;Frans;RUE DE MULHOUSE 33B;4020;A;Bressoux;LIEGE;1;101;RSZ;(contacttypes);à l'attn. de Madame;Christiane;Papy;Nee;Nee;Ja;hermant@appl.be;218;010;Ja;04/340 45 88;04/342 50 16;;Nee;Nee;Ja
044252466;ETS CHARVE SPRL;82990;;20-49;Frans;RUE DU COMMERCE 13;4100;B;Seraing;LIEGE;13;101;RSZ;(contacttypes);à l'attn. de Monsieur;Francois;Girard;Nee;Nee;Ja;;218;010;Ja;04/337.80.97;23/08/2010;;Nee;Nee;Nee
044299608;LEPLAT GUY;52210;;1-4;Frans;RUE DE LANTIN 145;4000;B;Liege 1;LIEGE;2;074;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
044334722;SIGNALSON SA;43211;;10-19;Frans;AVENUE DU PROGRES 28;4432;A;Alleur;LIEGE;5;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;067;Ja;;;;Nee;Nee;Nee
044323567;ELDERS  SPRL;43211;;1-4;Frans;RUE JOSEPH-WAUTERS 29;4000;B;Liege 1;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;067;Nee;;;;Nee;Nee;Nee
044336662;VERBRUGGE GUY ET FILS SPRL;43222;;1-4;Frans;AVENUE DE PEVILLE 1719;4030;A;Grivegnee (Liege);LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
044336759;CAISSERIE HORION SA;16240;;10-19;Frans;RUE DE L'ETAT 37;4682;A;Heure-le-Romain;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;055;Nee;;;;Nee;Nee;Nee
044435893;DEVILLERS JULES SPRL;46772;;1-4;Frans;RUE DE VISE 523;4020;C;Liège 2;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
044480707;ANCIEN ETABLISSEMENT CARRE SWINNEN  SA;16230;;1-4;Frans;RUE SAINT-LEONARD 113;4000;B;Liege 1;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;055;Nee;;;;Nee;Nee;Nee
044500689;SAINT GOBAIN PIPE SYSTEMS BELGIUM SA;46699;;20-49;Frans;AV DE LA CLOSERAIE 61;4000;B;Liege 1;LIEGE;28;101;RSZ;(contacttypes);à l'attn. de Monsieur;Jean;Lambrix;Nee;Nee;Ja;;218;077;Ja;041/263956;041/268623;;Nee;Nee;Nee
044448794;CENTRE MOSAN DE MARCHANDISING ET DE GESTION C.M.M.G. SPRL;70220;;1-4;Frans;AVENUE BLONDEN 44;4000;B;Liege 1;LIEGE;0;093;;(contacttypes);;;;Ja;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
044462374;ERVAC SPRL;43211;;10-19;Frans;RUE TONVOIE 406;4870;D;Trooz;LIEGE;4;101;;(contacttypes);;;;Nee;Nee;Nee;;;067;Nee;;;;Nee;Nee;Nee
044502726;GERMEAU CARRIERE SA;46630;;20-49;Frans;AV DE L'INDEPENDANCE 57;4020;A;Bressoux;LIEGE;7;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;077;Ja;;;;Nee;Nee;Nee
044548219;BUCHEN INDUSTRIAL SERVICES SA;81220;;50-99;Frans;ZONING INDUSTRIEL 8;4400;C;Flemalle;LIEGE;18;101;RSZ;(contacttypes);à l'attn. de Monsieur;Yves;Quets;Nee;Nee;Ja;;218;066;Ja;04/338 99 99;04/338 24 44;;Nee;Nee;Nee
044546570;TOURNEUR FRANCIS;45201;;10-19;Frans;RUE DE LANDEN 42;4280;I;Hannut;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
044563157;ETS ROBERT BRAIVE SPRL;46349;;1-4;Frans;RUE DARCHIS 27;4000;B;Liege 1;LIEGE;2;101;RSZ;(contacttypes);;M.;MODAVE;Nee;Nee;Ja;;218;057;Ja;;04/223 50 86;;Nee;Nee;Nee
044601375;PALOMBO L.ET T. SPRL;43331;;1-4;Frans;AVENUE REINE ASTRID 216;4802;A;Heusy;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;044;Nee;;;;Nee;Nee;Nee
044600696;NIHON PARCS ET JARDINS SA;81300;;5-9;Frans;AV F ROOSEVELT 53-55;4600;D;Vise;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;094;Nee;;;;Nee;Nee;Nee
044640078;DIDI AUTOMOBILES SA;45113;;20-49;Frans;ARBESPINE 46;4845;A;Jalhay;LIEGE;17;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;064;Ja;;;;Nee;Nee;Nee
044606225;S.P.R.L. ROBERT HERBRAND  SPRL;43320;;1-4;Frans;MONSONRU 25;4950;D;Waimes;LIEGE;0;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
044640563;RESEARCH FOR TECHNOLOGY SA;71121;;20-49;Frans;RUE DE MONS 3;4000;B;Liege 1;LIEGE;49;101;RSZ;(contacttypes);;;MARVILLE;Nee;Nee;Ja;;218;010;Ja;041/247140;041/242590;;Nee;Nee;Nee
044615149;ETS H. LEJEUNE JARDIRAMA  SCRL;46216;;5-9;Frans;RUE DE LA GARE 12;4608;A;Neufchateau (Lg.);LIEGE;2;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;057;Ja;;;;Nee;Nee;Nee
044703225;STAR-APIC SA;58290;;50-99;Frans;AVENUE PRE-AILY 24;4031;A;Angleur;LIEGE;53;101;RSZ;(contacttypes);;;Responsable du personnel;Nee;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
044686347;D'HEUR ET FILS  SA;43910;;10-19;Frans;RUE DU PONT-DE-WANDRE 20;4020;C;Liège 2;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;054;Nee;;;;Nee;Nee;Nee
044707493;SPRL ETS JACQUES BOMANS;45113;;10-19;Frans;ZONING DU HAUT-PRE;4000;B;Liege 1;LIEGE;6;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
044711082;CABINET JOSE VERBEELEN SPRL;69202;;1-4;Frans;RUE DE LA STATION 59;4101;A;Jemeppe-sur-Meuse;LIEGE;1;101;;(contacttypes);;;;Ja;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
044782765;MASSART DISTRIBUTION SA;46742;;20-49;Frans;CHAUSSEE DE TONGRES 257;4000;B;Liege 1;LIEGE;22;101;Kontaktpersoon;(contacttypes);à l'attn. de Monsieur;Sébastien;Lince;Nee;Nee;Ja;sebastien.massart@supersanit.be;218;077;Ja;04/364.00.20;04/364.00.29.;;Nee;Nee;Ja
044763753;CLAESSENS FRANCIS;45113;;1-4;Frans;RUE DE LIMBOURG 109;4800;E;Verviers;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
044772289;BALTEAU I.E. SA.;43211;;100-199;Frans;RUE HECTOR DENIS 33-43;4420;A;Montegnee;LIEGE;24;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;067;Ja;;;;Nee;Nee;Nee
044782765;MASSART DISTRIBUTION SA;46742;;20-49;Frans;CHAUSSEE DE TONGRES 257;4000;B;Liege 1;LIEGE;22;101;RSZ;(contacttypes);;CLAUDE;LINCE;Nee;Nee;Ja;chauffage.massart@supersanit.be;218;077;Ja;;;;Nee;Nee;Ja
044785190;OLNIX SA;46731;;1-4;Frans;QUAI ROI ALBERT 20;4020;C;Liège 2;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
044787033;OUTIBEL SPRL;45310;;1-4;Frans;BASSE VOIE 3;4163;A;Tavier;LIEGE;1;081;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
044837182;GARAGE PAUL LEONARD SPRL;45201;;1-4;Frans;RUE DES ROSELIERES 153;4101;A;Jemeppe-sur-Meuse;LIEGE;1;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;064;Ja;;;;Nee;Nee;Nee
044854545;EVRARD CABAY SA;66199;;1-4;Frans;PLACE ANTOINE ERNST 14;4880;A;Aubel;LIEGE;4;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
044876661;I.SAIL ET FILS SPRL;43211;;1-4;Frans;R DE VERVIERS,BATTICE 60;4651;A;Battice;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;067;Nee;;;;Nee;Nee;Nee
044874915;NORDICAR SA;45113;;10-19;Frans;QUAI TIMMERMANS 43;4000;B;Liege 1;LIEGE;10;101;Bedrijfsdossiers;(contacttypes);à l'attn. de Madame;Anne;Mestré;Nee;Nee;Ja;mestre.a@nordicar.be;218;064;Ja;04/229 89 98;04/254 01 90;;Nee;Nee;Ja
044878407;ANDRE WILLEMS BOIS SPRL;46732;;1-4;Frans;RUE ROBERT CENTNER 18;4800;E;Verviers;LIEGE;1;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
044872102;SIBLE EXPERTISE SPRL;69201;;1-4;Frans;PC IND.HAUT SARTS 3AV 19;4040;A;Herstal;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
044879377;ETS JOSKIN SA;46610;;50-99;Frans;RUE DE WERGIFOSSE 39;4630;C;Soumagne;LIEGE;13;101;RSZ;(contacttypes);à l'attn. de Monsieur;Viktor;Joskin;Nee;Nee;Ja;;218;077;Ja;04/377,35,45;;;Nee;Nee;Nee
044879765;ETS CHIUCH EGIDIO SA;46389;;5-9;Frans;RUE MATHIEU DE LEXHY 300;4460;A;Bierset;LIEGE;4;101;;(contacttypes);;;;Nee;Nee;Nee;;;057;Nee;;;;Nee;Nee;Nee
044957462;TECHNO TOOLS SCRL;46693;;5-9;Frans;RUE DE HERMEE 216;4040;A;Herstal;LIEGE;4;101;RSZ;(contacttypes);;J.G.;BEUKEN;Nee;Nee;Ja;;218;077;Ja;;04/264 17 18;;Nee;Nee;Nee
044937771;ANDRE PIRON ET FILS SA;46216;;1-4;Frans;R LAVAUX 1;4357;A;Donceel;LIEGE;1;101;RSZ;(contacttypes);;;Responsable du personnel;Nee;Nee;Ja;;218;057;Ja;;;;Nee;Nee;Nee
044881026;IGECO SPRL;62020;;1-4;Frans;VIEUX CHEMIN 8;4053;A;Embourg;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
049529751;MAISON PIERRE LIEGEOIS ET FILS SA;46660;;1-4;Frans;R DE VERVIERS,BATTICE 81;4651;A;Battice;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
049537511;ETS PAUWELS JAMOTTE SA;46494;;1-4;Frans;GRAND ROUTE 189;4400;C;Flemalle;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
049542555;SEEBEN SA;46431;;10-19;Frans;AV DU PARC,CHAINEUX 22;4650;C;Herve;LIEGE;7;101;RSZ;(contacttypes);à l'attn. de Monsieur;Philippe;WERNER;Nee;Nee;Ja;ph.werner@seeben.com;218;077;Ja;087/394255;087/313207;;Nee;Nee;Ja
044965610;KLONTZ AUTO SA;45201;;5-9;Frans;RUE BIEFNOT 2  BTE B;4100;B;Seraing;LIEGE;2;101;RSZ;(contacttypes);à l'attn. de Monsieur;Benoit;Klontz;Nee;Nee;Ja;;218;064;Ja;04/3373837;04/3371526;;Nee;Nee;Nee
044943785;TONDEUR LUC ET CIE SPRL;41201;;10-19;Frans;RUE DE LEXHY 104;4347;A;Fexhe-le-Haut-Clocher;LIEGE;1;093;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;024;Ja;;;;Nee;Nee;Nee
046464163;ETS GEORGE SPRL;43320;;5-9;Frans;RUE PETOUMONT 13;4602;A;Cheratte;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
044989472;DEGEN EMBALLAGE SA;46900;;10-19;Frans;PC IND.HAUTS SART,2AV 15;4040;A;Herstal;LIEGE;6;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
044986562;POLYCLINIQUES DE FLERON ET D ANS ALLEUR SC;86220;;10-19;Frans;RUE REINE ASTRID 20;4620;A;Fleron;LIEGE;11;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
044988114;ETS JAMOULLE DIESEL SA;45310;;20-49;Frans;CHEE NOEL LEDOUBLE 3A;4340;A;Awans;LIEGE;9;101;RSZ;(contacttypes);à l'attn. de Monsieur;;JAMOULLE;Nee;Nee;Ja;;218;077;Ja;041/574646;041/575542;;Nee;Nee;Nee
044988793;DELBECQ SA;45113;;20-49;Frans;BOULEVARD PASTEUR 15;4100;B;Seraing;LIEGE;17;101;RSZ;(contacttypes);à l'attn. de Monsieur;Christian;Delbecq;Nee;Nee;Ja;info@delbecq.net.bmw.be;218;064;Ja;04/3376500;04/3376534;;Nee;Nee;Ja
047269457;SPRL THOMASSEN ET FILS;42110;;50-99;Frans;R DE MAESTRICHT 96;4600;D;Vise;LIEGE;7;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;024;Ja;;;;Nee;Nee;Nee
047264510;LABO ROUTIER LIEGE SA;71209;;5-9;Frans;RUE FOND DES FOURCHES 25;4041;A;Milmort;LIEGE;5;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
047242297;MIROITERIE ORBAN-DUTRON SPRL;43343;;5-9;Frans;EN HAUTE MAREXHE 174;4040;A;Herstal;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
047293804;SPRL SOCIETE DISTRIBUTION MEDICALE SODIMED;46460;;10-19;Frans;RUE SAINRY 85;4870;D;Trooz;LIEGE;9;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
047417382;FIDUCIARE ERNST & ASSOCIES SPRL;69201;;5-9;Frans;AVENUE PELTZER 34;4800;E;Verviers;LIEGE;6;093;RSZ;(contacttypes);à l'attn. de Monsieur;;Ernst;Nee;Nee;Ja;bureauxernst@scarlet.be;218;010;Ja;087/22.21.53;087/22.21.34;;Nee;Nee;Ja
047415151;AUTO ECOLE JUSTET SPRL;85531;;1-4;Frans;BECCO VILLAGE 668;4910;C;Theux;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
047424366;JEAN LACROIX ET FILS SA;81300;;5-9;Frans;RUE BAZILES 9;4670;A;Blegny;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;093;Nee;;;;Nee;Nee;Nee
047419516;M BONTEN SA;41201;;50-99;Frans;RUE DE BATTICE 156;4880;A;Aubel;LIEGE;15;101;Bedrijfsdossiers;(contacttypes);à l'attn. de Madame;Christiane;Goessens;Nee;Nee;Ja;christiane.goessens@bonten.com;218;024;Ja;087/68 73 04;087/68 72 25;;Nee;Nee;Ja
047412629;INITIAL AUTO SA;45113;;10-19;Frans;QUAI D'ARONA 10;4500;B;Huy;LIEGE;5;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
047410107;ETS JOS SERONVALLE SPRL;46216;;1-4;Frans;RUE DE LA STATION 5;4690;A;Bassenge;LIEGE;1;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;057;Ja;04/286.17.04;04/286.17.05;;Nee;Nee;Nee
047432805;SCHWANEN RENE ET FILS SA;43320;;10-19;Frans;LES PLENESSES 44;4890;A;Clermont (Lg.);LIEGE;3;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;026;Ja;;;;Nee;Nee;Nee
047431350;FRANSSEN SPRL;46492;;10-19;Frans;RUE TROIS BOURDONS 1;4840;A;Welkenraedt;LIEGE;10;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
047407779;MATEL MOTORS SA;45113;;10-19;Frans;RUE BIEFNOT 2;4100;B;Seraing;LIEGE;9;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
047377127;ZANETTI  SA;43222;;10-19;Frans;RUE DES BAYARDS 147;4000;B;Liege 1;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
047396042;SPRL BARRACATO MUSIC;90023;;1-4;Frans;PL FRANCOIS FANIEL 14;4520;F;Wanze;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
047433290;CABINET P.GEILENKIRCHEN SPRL;69201;;1-4;Frans;AVENUE BLONDEN 40;4000;B;Liege 1;LIEGE;1;082;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
047465979;GARAGE FRANCIS FIEVETZ SA;45113;;1-4;Frans;RUE DE HERVE 235;4030;A;Grivegnee (Liege);LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
047487028;ENTREPRISES ET SABLIERE NOEL SELECTION SA;49410;;10-19;Frans;RUE DU ROUA 6;4260;B;Braives;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
047480820;MARBRERIE MATHYS SA;23700;;5-9;Frans;AV FRANCISCO FERRER 20;4040;A;Herstal;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
047554346;SPRL PLABEMAT;41201;;10-19;Frans;RUE TRIOLET 96;4031;A;Angleur;LIEGE;0;093;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
047534267;DR SPRL;45201;;5-9;Frans;R DIEUDONNE-DEFRANCE 54;4020;A;Bressoux;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
047540863;S.P.R.L. ROBERT MICHOEL;43910;;5-9;Frans;WAYAI 19A;4845;A;Jalhay;LIEGE;0;081;;(contacttypes);;;;Nee;Nee;Nee;;;054;Nee;;;;Nee;Nee;Nee
047590430;LODOMEZ F. CONSTRUCTIONS;;;;Frans;Chemin du raideu 21;4960;C;Malmedy;LIEGE;1;102;RSZ;(contacttypes);à l'attn. de Monsieur;Emmanuel;Pierre;Nee;Nee;Ja;emmanuel@lodomez-constructions.com;218;024;Ja;080/79 90 10;080/79 90 11;;Nee;Nee;Ja
047603137;G.BALAES SA;42110;;20-49;Frans;RUE LOUIS MARECHAL 11;4360;D;Oreye;LIEGE;7;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;024;Ja;;;;Nee;Nee;Nee
047601391;IMPRIMERIE LECOCQ SPRL;18120;;1-4;Frans;RUE DE GAILLARMONT 76;4032;A;Chenee;LIEGE;3;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;036;Ja;;;;Nee;Nee;Nee
047634274;COMPTABILITE FISCALITE GESTION DES ENTREPRISES DE CONSTRUCTIONS COFIGECO SCIV SP;69201;;1-4;Frans;RUE D'HARSCAMP 58;4020;A;Bressoux;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
047663374;CENTRE PROVINCIAL LIEGEOIS DE PRODUCTIONS ANIMALES ASBL;1500;;5-9;Frans;LA HAYE 9;4910;C;Theux;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;193;Nee;;;;Nee;Nee;Nee
047723029;SA IMEX TAIBEL;46496;;1-4;Frans;RUE DE STEPPES 16;4000;B;Liege 1;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
047689661;BURGEST SA;69202;;1-4;Frans;RUE DE PLAINEVAUX 185;4100;B;Seraing;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
047677924;MICE SA;71121;;10-19;Frans;RUE DE BRUXELLES 174C;4340;A;Awans;LIEGE;18;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
047814597;LA NOUVELLE IMMOBILIERE L.N.I. SPRL;70220;;1-4;Frans;HAUTGNE 15;4140;D;Sprimont;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
047899569;DUCHAINE ET FILS VITRERIE ENCADREMENT SPRL;43343;;5-9;Frans;RUE DE SAUHEID 80;4032;A;Chenee;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
047846122;EURO FIDES CREDIT MANAGE MENT SA;;;;Frans;bd de la Sauvenière 103;4000;B;Liege 1;LIEGE;0;101;RSZ;(contacttypes);à l'attn. de Monsieur;Pierre;Devillers;Nee;Nee;Ja;pierre.devillers@eurofides.be;218;;Ja;04/223 34 00;04/223 60 18;0478 39 18 33;Nee;Nee;Ja
047919163;BERTRAND-DARIMONT SPRL;43222;;5-9;Frans;ZI AV DES BIOLLEUX 3B;4800;E;Verviers;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
047935556;LIEGE SOUDAGE SA;46699;;10-19;Frans;QUAI DE CORONMEUSE 70;4000;B;Liege 1;LIEGE;6;101;;(contacttypes);;;;Nee;Nee;Nee;;;091;Nee;;;;Nee;Nee;Nee
047914507;ENTREPRISES GENERALES JACQUES DELHEZ EN LIQUIDATION SPRL;41201;;10-19;Frans;RUE DE LA CROIX 14-16;4560;B;Clavier;LIEGE;0;082;RSZ;(contacttypes);à l'attn. de Monsieur;Jacques;Delhez;Nee;Nee;Ja;;218;024;Ja;086/34.40.12;086/34.48.64;;Nee;Nee;Nee
047939242;ENTREPRISES ANDRE LEMAIRE SA;43211;;20-49;Frans;RUE DU FAYAIS 4;4950;D;Waimes;LIEGE;6;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;067;Ja;;;;Nee;Nee;Nee
047984929;POUSSET ERNEST;47781;;1-4;Frans;GRAND ROUTE 212;4690;A;Bassenge;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;091;Nee;;;;Nee;Nee;Nee
047990167;HOUSSA FRERES SA;43910;;10-19;Frans;R GROSSE PIERRE 29;4122;A;Plainevaux;LIEGE;0;101;;(contacttypes);;;;Nee;Nee;Nee;;;054;Nee;;;;Nee;Nee;Nee
